sample,circuit_state,global_z,resamples,circuit_delay_ns,wns_ns,tns_ns,violation,critical_path_id,critical_path
1656,post_optimization,0.8841005969552226,0,0.3178606820902635,-0.002860682090263522,-0.002860682090263522,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1657,pre_optimization,-0.7359917376487874,0,0.29959812864408436,0.015401871355915642,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1657,post_optimization,-0.7359917376487874,0,0.28563871042020617,0.029361289579793837,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1658,pre_optimization,-0.7829723928228379,0,0.31724321081270046,-0.002243210812700458,-0.002243210812700458,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1658,post_optimization,-0.7829723928228379,0,0.3034458649583578,0.01155413504164221,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1659,pre_optimization,0.9150751928556387,0,0.34224950481192307,-0.027249504811923064,-0.027249504811923064,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1659,post_optimization,0.9150751928556387,0,0.3280034693630136,-0.013003469363013609,-0.013003469363013609,True,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1660,pre_optimization,0.09887330006060262,0,0.3203196940463179,-0.00531969404631788,-0.00531969404631788,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1660,post_optimization,0.09887330006060262,0,0.3036219050745197,0.011378094925480309,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1661,pre_optimization,0.15612948706394955,0,0.30725092133944204,0.007749078660557962,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1661,post_optimization,0.15612948706394955,0,0.29029226192850066,0.02470773807149934,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1662,pre_optimization,0.4499424049759207,0,0.32166362562829215,-0.006663625628292147,-0.006663625628292147,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1662,post_optimization,0.4499424049759207,0,0.3020991686319785,0.012900831368021504,0,False,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1663,pre_optimization,2.058851437844721,0,0.35166116617308363,-0.036661166173083626,-0.036661166173083626,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1663,post_optimization,2.058851437844721,0,0.33193454226480557,-0.016934542264805563,-0.016934542264805563,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1664,pre_optimization,-0.15122997734247812,0,0.31011356026900333,0.004886439730996672,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1664,post_optimization,-0.15122997734247812,0,0.29977413608369186,0.015225863916308147,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1665,pre_optimization,1.4685479726506994,0,0.34600311646412396,-0.03100311646412396,-0.03100311646412396,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1665,post_optimization,1.4685479726506994,0,0.32326959926572163,-0.008269599265721628,-0.008269599265721628,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1666,pre_optimization,1.8166013956486404,0,0.324678586451053,-0.009678586451053017,-0.009678586451053017,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
1666,post_optimization,1.8166013956486404,0,0.312030824963093,0.0029691750369070236,0,False,A:rise|G1[0]|G2[0]|G3[0]|G7[0]|OUT:rise,A -> G1 -> G2 -> G3 -> G7
1667,pre_optimization,0.8272588919207847,0,0.3448976985437379,-0.029897698543737916,-0.029897698543737916,True,D:rise|G4[0]|G5[0]|G6[0]|G7[1]|OUT:rise,D -> G4 -> G5 -> G6 -> G7
