iteration,phase,accepted,changed_gate,previous_cell,new_cell,rejection_reason,before_cost,after_cost,cost_improvement,before_wns_ns,after_wns_ns,wns_delta_ns,before_tns_ns,after_tns_ns,tns_delta_ns,before_delay_ns,after_delay_ns,delay_delta_ns,before_area,after_area,area_delta,before_power_uW,after_power_uW,power_delta_uW,termination,elapsed_seconds
75,rejected,False,G46,NOR3_X1,NOR3_X2,no candidate improves WNS or tied-WNS TNS,1.5336394995105733,1.5336394995105733,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6882614999999954,0.0,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,404.3000000000002,0.0,27.96831000000001,27.96831000000001,0.0,,
76,timing_repair,True,G57,NAND2_X1,NAND2_X2,,1.5336394995105733,1.5355780916917108,-0.0019385921811374551,-0.07401774999999966,-0.07401774999999966,0.0,-0.6882614999999954,-0.6770829999999952,0.011178500000000202,1.7926777499999997,1.7926777499999997,0.0,404.3000000000002,406.10000000000014,1.7999999999999545,27.96831000000001,28.093470000000014,0.1251600000000046,,
77,rejected,False,G43,OR2_X1,OR2_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
78,rejected,False,G42,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
79,rejected,False,G45,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
80,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
81,rejected,False,G44,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
82,rejected,False,G30,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
83,rejected,False,G46,NOR3_X1,NOR3_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
84,rejected,False,G41,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5355780916917108,1.5355780916917108,0.0,-0.07401774999999966,-0.07401774999999966,0.0,-0.6770829999999952,-0.6770829999999952,0.0,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,406.10000000000014,0.0,28.093470000000014,28.093470000000014,0.0,,
85,timing_repair,True,G40,NOR2_X1,NOR2_X2,,1.5355780916917108,1.5212455220888894,0.014332569602821366,-0.07401774999999966,-0.06751924999999992,0.006498499999999741,-0.6770829999999952,-0.6640859999999957,0.012996999999999481,1.7926777499999997,1.7926777499999997,0.0,406.10000000000014,408.10000000000014,2.0,28.093470000000014,28.236310000000017,0.1428400000000032,,
86,rejected,False,G41,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
87,rejected,False,G44,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
88,rejected,False,G39,NAND2_X2,NAND2_X4,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
89,rejected,False,G42,AND2_X1,AND2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
90,rejected,False,G40,NOR2_X2,NOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
91,rejected,False,G30,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
92,rejected,False,G48,OR3_X2,OR3_X4,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
93,rejected,False,G66,NOR2_X1,NOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
94,rejected,False,G36,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
95,rejected,False,G38,XNOR2_X2,XNOR2_X4,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
96,rejected,False,G63,AND3_X1,AND3_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
97,rejected,False,G67,XOR2_X1,XOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
98,rejected,False,G43,OR2_X1,OR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
99,rejected,False,G45,NAND3_X1,NAND3_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,,
100,rejected,False,G23,XNOR2_X1,XNOR2_X2,no candidate improves WNS or tied-WNS TNS,1.5212455220888894,1.5212455220888894,0.0,-0.06751924999999992,-0.06751924999999992,0.0,-0.6640859999999957,-0.6640859999999957,0.0,1.7926777499999997,1.7926777499999997,0.0,408.10000000000014,408.10000000000014,0.0,28.236310000000017,28.236310000000017,0.0,maximum_iterations,0.4092532380018383
